userId,eventId
6,4
6,0
6,30
6,30
6,4
6,38
6,33
6,48
6,2
6,11
6,31
6,23
6,22
6,31
6,2
6,15
6,28
6,4
6,10
6,43
6,14
6,26
6,5
6,47
6,10
6,47
6,20
6,28
6,47
6,5
6,36
6,30
6,36
6,27
6,35
6,19
6,3
6,23
6,13
6,22
6,4
6,43
6,26
6,23
6,23
6,23
6,44
6,12
6,24
6,2
6,49
6,26
6,32
6,28
6,21
6,2
6,8
6,14
6,46
6,12
6,44
6,48
6,3
6,20
6,44
6,26
6,33
6,20
6,15
6,47
6,42
6,12
6,7
6,16
6,43
6,48
6,9
6,8
6,20
6,41
6,33
6,34
6,3
6,9
6,34
6,17
6,4
6,8
6,4
6,29
6,31
6,10
6,1
6,13
6,22
6,28
6,34
6,22
6,4
6,5
6,39
6,4
6,9
6,49
6,33
6,48
6,8
6,21
6,41
6,22
6,16
6,19
6,9
6,23
6,15
6,0
6,25
6,31
6,7
6,5
6,47
6,6
6,35
6,1
6,32
6,24
6,21
6,14
6,11
6,19
6,7
6,44
6,23
6,4
6,36
6,22
6,14
6,31
6,33
6,47
6,2
6,21
6,15
6,41
6,26
6,21
6,2
6,12
6,32
6,20
6,27
6,3
6,42
6,29
6,13
6,3
6,41
6,34
6,13
6,41
6,30
6,25
6,19
6,29
6,15
6,11
6,3
6,40
6,27
6,1
6,26
6,46
6,11
6,44
6,13
6,36
6,21
6,49
6,20
6,31
6,17
6,18
6,34
6,16
6,16
6,48
6,41
6,25
6,15
6,12
6,30
6,6
6,37
6,9
6,21
6,48
6,26
6,41
6,43
6,35
6,10
6,3
6,40
6,29
6,8
6,42
6,42
6,26
6,34
6,40
6,3
7,7
7,32
7,15
7,26
7,3
7,4
7,18
7,31
7,2
7,3
7,46
7,43
7,32
7,11
7,48
7,28
7,3
7,7
7,7
7,17
7,1
7,31
7,9
7,43
7,27
7,16
7,38
7,42
7,46
7,8
7,45
7,42
7,17
7,7
7,23
7,46
7,7
7,32
7,37
7,3
7,46
7,18
7,45
7,30
7,5
7,2
7,24
7,37
7,42
7,48
7,31
7,3
7,22
7,34
7,12
7,29
7,33
7,3
7,11
7,29
7,15
7,39
7,11
7,37
7,41
7,44
7,5
7,34
7,13
7,46
7,48
7,35
7,34
7,6
7,44
7,36
7,19
7,26
7,20
7,21
7,10
7,43
7,30
7,24
7,30
7,45
7,9
7,20
7,38
7,34
7,5
7,46
7,33
7,49
7,2
7,35
7,33
7,46
7,40
7,35
7,26
7,7
7,20
7,20
7,18
7,42
7,2
7,45
7,0
7,1
7,33
7,13
7,34
7,4
7,8
7,23
7,46
7,35
7,35
7,32
7,20
7,17
7,46
7,39
7,40
7,40
7,8
7,32
7,25
7,25
7,41
7,29
7,25
7,46
7,13
7,27
7,25
7,44
7,46
7,34
7,6
7,40
7,0
7,14
7,23
7,32
7,34
7,22
7,44
7,11
7,13
7,49
8,49
8,30
8,3
8,48
8,39
8,33
8,14
8,47
8,5
8,39
8,25
8,45
8,46
8,18
8,44
8,10
8,36
8,26
8,3
8,24
8,1
8,40
8,3
8,4
8,26
8,16
8,29
8,18
8,4
8,24
8,24
8,3
8,40
8,45
8,41
8,19
8,17
8,47
8,2
8,33
8,4
8,36
8,35
8,18
8,33
8,16
8,16
9,25
9,47
9,5
9,2
9,46
9,45
9,4
9,37
9,46
9,38
9,39
9,26
9,11
9,22
9,44
9,5
9,26
9,32
9,46
9,16
9,33
9,23
9,28
9,8
9,13
9,19
9,14
9,27
9,40
9,41
9,13
9,0
9,37
9,29
9,48
9,47
9,31
9,8
9,31
9,5
9,34
9,48
9,20
9,49
9,24
9,36
10,14
10,41
10,11
10,1
10,27
10,2
10,36
10,18
10,21
10,17
10,39
10,24
10,46
10,42
10,34
10,10
10,27
10,45
10,27
10,0
10,0
10,1
10,38
10,31
10,20
10,19
10,37
10,26
10,43
10,6
10,38
10,49
10,47
10,19
10,32
10,31
10,2
10,27
10,21
10,37
10,15
10,16
10,2
10,47
10,28
10,23
10,14
10,26
10,33
10,0
10,3
10,14
10,43
10,21
10,41
10,1
10,14
10,1
10,18
10,36
10,5
10,8
10,26
10,44
10,44
10,35
10,40
10,47
10,34
10,2
10,5
10,18
10,4
10,30
10,36
10,12
10,23
10,43
10,44
10,0
10,47
10,27
10,36
10,9
10,0
10,11
10,29
10,36
10,23
10,4
10,35
10,9
10,2
10,45
10,49
10,12
10,23
10,6
10,32
10,6
10,20
10,33
10,34
10,42
10,30
10,14
10,46
10,11
10,8
10,28
10,27
10,19
10,6
10,1
10,47
10,34
10,28
10,49
10,13
10,49
10,30
10,2
10,40
10,43
10,47
10,9
10,8
10,32
10,46
10,23
10,42
10,23
10,9
10,21
10,16
10,26
10,18
10,10
10,39
10,32
11,32
11,37
11,32
11,32
11,11
11,48
11,10
11,13
11,21
11,30
11,48
11,43
11,9
11,7
11,20
11,43
11,41
11,9
11,32
11,1
11,33
11,21
11,21
11,7
11,28
11,18
11,28
11,7
11,18
11,2
11,34
11,11
11,34
11,48
11,42
11,34
11,6
11,10
11,46
11,18
11,21
11,38
11,0
11,23
11,42
11,0
11,31
11,44
11,3
11,3
11,37
11,12
11,6
11,41
11,12
11,33
11,19
11,8
11,45
11,25
11,45
11,5
11,39
11,44
12,41
12,19
12,10
12,0
12,43
12,44
12,7
12,40
12,41
12,1
12,42
12,2
12,7
12,47
12,49
12,28
12,10
12,44
12,43
12,27
12,30
12,15
12,35
12,1
12,7
12,18
12,8
12,47
12,13
12,8
12,3
12,15
13,36
13,22
13,17
13,10
13,39
13,16
13,42
13,31
13,20
13,22
13,15
13,16
13,17
13,1
13,28
13,47
13,10
13,16
13,20
13,12
13,6
13,35
13,20
13,46
13,48
13,43
13,49
13,40
13,11
13,33
13,1
14,11
14,35
14,24
14,39
14,9
14,1
14,29
14,7
14,27
14,38
14,31
14,10
14,7
14,41
14,27
14,7
14,34
14,40
14,7
14,31
14,6
14,46
14,16
14,27
14,40
14,33
14,18
14,13
14,21
14,43
14,4
14,14
14,23
14,27
14,32
14,46
14,2
14,31
14,29
14,6
14,4
14,18
14,21
14,3
14,9
14,12
14,10
14,8
15,21
15,38
15,29
15,24
15,36
15,2
15,4
15,20
15,9
15,46
15,39
15,36
15,22
15,17
15,32
15,45
15,47
15,2
15,7
15,6
15,30
15,8
15,41
15,23
15,22
15,15
15,32
15,3
15,35
15,49
15,24
15,35
15,2
15,3
15,47
15,2
15,19
15,2
15,19
15,28
15,3
15,7
15,2
15,19
15,6
15,29
15,18
15,39
15,48
15,4
15,39
15,30
15,9
15,0
15,4
15,13
15,12
15,35
15,17
15,10
15,14
15,47
15,16
15,40
15,44
15,28
15,16
15,2
15,7
15,32
15,37
15,10
15,6
15,10
15,18
15,12
15,3
15,39
15,38
15,19
15,12
15,43
15,12
15,23
15,18
15,9
15,13
15,7
15,47
15,9
15,41
15,13
15,23
15,31
15,38
15,25
15,7
15,0
15,26
15,1
15,10
15,36
15,35
15,35
15,15
15,15
15,31
15,12
15,46
15,24
15,10
15,38
15,32
15,46
15,45
15,28
15,2
15,12
15,37
15,4
15,44
15,29
15,46
15,22
15,33
15,43
15,5
15,46
15,1
15,30
15,28
15,48
15,19
15,9
15,8
16,3
16,45
16,10
16,16
16,48
16,26
16,16
16,35
16,15
16,49
16,48
16,8
16,39
16,10
16,48
16,0
16,19
16,2
16,42
16,19
16,17
16,34
16,18
16,44
16,21
16,0
16,15
16,32
16,31
16,24
16,3
16,14
16,12
16,18
16,48
16,20
16,34
16,13
16,43
16,33
16,4
16,25
16,32
16,14
16,19
16,43
16,37
16,16
16,24
16,39
16,46
16,45
16,14
16,30
16,41
16,41
16,17
16,20
16,1
16,10
16,40
16,32
16,14
16,14
16,12
16,30
16,31
16,5
16,23
16,29
16,47
16,22
16,8
16,7
16,48
16,42
16,33
16,37
16,2
16,25
16,36
16,39
16,2
16,42
16,39
16,27
16,42
16,12
16,35
16,19
16,49
16,9
16,2
16,0
16,47
16,40
16,11
16,33
17,11
17,5
17,16
17,5
17,25
17,44
17,27
17,1
17,33
17,35
17,46
17,8
17,39
17,10
17,33
17,10
17,20
17,4
17,8
17,30
17,23
17,21
17,24
17,33
17,21
17,42
17,26
17,4
17,13
17,13
17,6
17,10
17,36
17,32
17,9
17,27
17,28
17,43
17,0
17,24
17,28
17,0
17,39
17,15
17,43
17,9
17,25
17,48
17,45
17,47
17,42
17,42
17,42
17,12
17,20
17,23
17,27
17,29
17,8
17,0
17,36
17,6
17,6
17,7
17,38
17,8
17,34
17,16
17,4
17,37
17,11
17,28
17,28
17,49
17,3
17,15
17,36
17,4
17,36
17,11
17,14
17,11
17,14
17,11
17,35
17,33
17,10
17,40
17,21
17,46
17,2
17,43
17,26
17,26
17,39
17,22
17,12
17,11
17,45
17,3
17,41
17,1
17,4
17,31
17,6
18,47
18,49
18,7
18,7
18,7
18,31
18,0
18,47
18,17
18,30
18,30
18,29
18,11
18,2
18,0
18,41
18,49
18,5
18,12
18,23
18,4
18,39
18,34
18,38
18,6
18,8
18,28
18,7
18,5
18,12
18,25
18,32
18,47
18,30
18,2
18,1
18,44
18,26
18,20
18,20
18,49
18,8
18,3
18,5
18,13
18,42
18,7
18,22
18,25
18,32
18,26
18,33
18,36
18,16
18,12
18,23
18,44
18,47
18,26
18,47
18,27
18,17
18,5
18,36
18,38
18,22
18,18
18,0
18,5
18,40
18,4
18,28
18,35
18,23
18,33
18,40
18,12
18,44
18,31
18,22
18,26
18,31
18,11
18,42
18,22
18,32
18,37
18,23
18,49
18,17
18,2
18,10
18,35
18,0
18,2
18,19
18,0
18,10
18,27
18,9
18,20
18,8
18,28
18,8
18,48
18,47
18,31
18,22
18,27
18,41
18,43
18,35
18,23
18,5
18,14
18,34
18,2
18,20
18,48
18,40
18,4
18,43
18,28
18,4
18,29
18,36
18,9
18,16
18,13
18,22
18,43
18,17
18,13
18,35
18,44
18,41
18,36
18,1
18,42
18,26
18,7
18,40
18,12
18,10
18,35
18,49
18,31
18,29
18,46
18,4
18,9
18,10
18,6
18,10
18,49
18,0
18,14
18,32
18,49
18,19
18,3
18,41
18,5
18,23
18,33
18,9
18,47
18,48
18,12
18,29
18,26
18,5
18,19
18,24
18,44
18,49
18,30
18,34
18,8
18,15
18,26
18,22
18,31
18,2
18,21
18,24
18,8
18,19
18,11
18,7
18,4
18,39
18,22
18,24
18,47
18,16
18,19
18,46
18,32
18,4
18,0
18,49
18,34
18,18
18,27
18,18
18,46
18,10
18,19
18,40
18,9
18,14
18,8
18,19
18,6
18,10
18,4
18,29
18,23
18,7
18,30
18,8
18,31
18,33
18,45
18,24
18,17
18,34
18,33
18,5
18,43
18,36
18,4
18,1
18,15
18,7
18,47
18,26
18,19
18,4
18,26
18,0
18,25
18,32
18,14
18,33
18,29
18,46
18,2
18,6
18,26
18,14
18,7
18,42
18,38
18,18
18,7
18,47
18,15
18,5
18,32
18,21
18,13
18,43
18,40
18,22
18,45
18,13
18,9
18,3
18,19
18,22
18,13
18,40
18,43
18,21
18,37
18,6
18,0
18,34
18,43
18,2
18,24
18,4
18,41
18,48
18,12
18,14
18,15
18,49
18,32
18,31
18,37
18,42
18,39
18,5
18,18
18,43
18,33
18,43
18,30
18,46
18,40
18,11
18,22
18,4
18,16
18,31
18,2
18,27
18,11
18,13
18,36
18,30
18,40
18,35
18,47
18,26
18,20
18,23
18,44
18,33
18,3
18,32
18,48
18,29
18,10
18,42
18,35
18,44
18,36
18,1
18,38
18,32
18,14
18,42
18,19
18,2
18,4
18,0
18,19
18,16
18,40
18,14
18,11
18,16
18,6
18,27
18,48
18,38
18,17
18,23
18,23
18,14
18,48
18,37
18,24
18,40
18,26
18,19
18,18
18,38
18,19
18,47
18,22
18,32
18,14
18,43
18,23
18,32
18,6
18,2
18,44
18,34
18,39
18,16
18,18
18,1
18,48
18,8
18,16
18,47
18,45
18,31
18,42
18,5
18,21
18,48
18,48
18,30
18,37
18,37
18,47
18,25
18,8
18,21
18,45
18,49
18,43
18,29
18,11
18,11
18,32
18,1
18,37
18,40
18,45
18,31
18,29
18,4
18,48
18,23
18,8
18,26
18,31
18,40
18,14
18,10
18,40
18,32
18,3
18,41
18,10
18,14
18,14
18,36
18,48
18,19
18,30
18,26
18,10
18,37
18,37
18,48
18,41
18,0
18,31
18,32
18,37
18,32
18,34
18,11
18,41
18,5
18,40
18,18
18,12
18,42
18,30
18,33
18,25
18,35
18,36
18,26
18,46
18,17
18,0
18,42
18,42
18,29
18,45
18,2
18,13
18,13
18,13
18,24
18,12
18,26
18,34
18,30
18,32
18,45
18,1
18,32
18,37
18,0
18,9
18,15
18,40
18,0
18,47
18,47
18,43
18,30
18,1
18,11
18,47
18,35
18,35
18,36
18,20
18,43
18,28
18,5
18,20
18,16
18,26
18,23
18,5
18,21
18,45
18,20
19,49
19,48
19,31
19,28
19,15
19,18
19,10
19,43
19,5
19,13
19,41
19,12
19,23
19,9
19,12
19,43
19,5
19,6
19,44
19,8
19,4
19,18
19,49
19,1
19,26
19,24
19,12
19,30
19,1
19,43
19,40
19,8
19,42
19,17
19,46
19,32
19,0
19,41
19,32
19,6
19,10
19,21
19,3
19,4
19,43
19,32
19,37
19,28
19,21
19,39
19,40
19,21
19,26
19,47
19,22
19,25
19,16
19,18
19,14
19,25
19,46
19,11
19,39
19,32
19,36
19,2
19,27
19,18
19,1
19,46
19,12
19,30
19,25
19,46
19,29
19,45
19,19
19,35
19,12
19,21
19,24
19,43
19,6
19,39
19,45
19,48
19,16
19,2
19,17
19,21
19,47
19,37
19,23
19,15
19,12
19,25
19,36
19,6
19,25
19,38
19,32
19,6
19,12
19,26
19,22
19,10
19,27
19,26
19,37
19,39
19,27
19,40
19,20
19,41
19,38
19,36
19,10
19,22
19,0
19,49
19,45
19,13
19,7
19,16
19,47
19,31
19,23
19,38
19,15
19,10
19,14
19,43
19,21
19,31
19,4
19,19
19,36
19,1
19,48
19,47
19,42
19,3
19,30
19,47
19,48
19,6
19,19
19,31
19,29
19,18
19,8
19,26
19,22
19,18
19,15
19,40
19,3
19,44
19,15
19,32
19,31
19,14
19,33
19,40
19,0
19,5
19,31
19,40
19,12
19,10
19,13
19,27
19,32
19,42
19,9
19,17
19,11
19,3
19,0
19,41
19,42
19,2
19,43
19,14
19,1
19,30
19,25
19,26
19,19
19,3
19,17
19,45
19,45
19,40
19,48
19,3
19,13
19,49
19,0
19,32
19,46
19,28
19,42
19,35
19,3
19,23
19,25
19,23
19,27
19,31
19,42
19,16
19,29
19,11
19,16
19,1
19,39
19,46
19,34
19,11
19,19
19,21
19,3
19,7
19,41
19,4
19,24
19,24
19,3
19,24
19,19
19,1
19,26
19,34
19,21
19,44
19,43
19,42
19,5
19,42
19,4
19,0
19,38
19,2
19,4
19,39
19,26
19,11
19,30
19,13
19,47
19,27
19,28
19,35
19,20
19,29
19,28
19,32
19,29
19,23
19,35
19,36
19,20
19,9
19,6
19,13
19,27
19,18
19,26
19,1
19,37
19,23
19,0
19,12
19,25
19,20
19,0
19,5
19,24
19,23
19,11
19,1
19,49
19,12
19,47
19,44
19,41
19,9
19,2
19,16
19,16
19,26
19,49
19,10
19,30
19,29
19,14
19,7
19,29
19,39
19,17
19,8
19,44
19,44
19,11
19,47
19,38
19,37
19,11
19,15
19,42
19,16
19,37
19,5
19,24
19,46
19,19
19,5
19,43
19,5
19,38
19,21
19,5
19,42
19,34
19,39
19,13
19,11
19,43
19,27
19,39
19,7
19,47
19,27
19,48
19,33
19,28
19,20
19,15
19,27
19,11
19,49
19,4
19,49
19,10
19,49
19,11
19,37
19,19
19,35
19,23
19,41
19,44
19,14
19,12
19,21
19,25
19,40
19,37
19,34
19,31
19,17
19,41
19,5
19,18
19,45
19,34
19,16
19,34
19,28
19,31
19,31
19,35
19,33
19,1
19,35
19,5
19,3
19,17
19,45
19,10
19,17
19,9
19,25
19,11
19,2
19,38
19,33
19,44
19,42
19,29
19,1
19,47
19,25
19,17
19,36
19,19
19,10
19,44
19,4
19,17
19,49
19,10
19,3
19,49
19,20
19,44
19,9
19,30
19,18
19,11
19,0
19,8
19,30
19,7
19,2
19,37
19,41
19,30
19,10
19,17
19,30
19,6
19,8
19,32
19,32
19,22
19,5
19,39
19,43
19,39
19,28
19,4
19,36
19,14
19,37
19,41
19,31
19,19
19,5
19,4
19,26
19,21
19,24
19,9
19,27
19,23
19,39
19,26
19,23
19,39
19,24
19,16
19,21
19,17
19,21
19,29
19,42
19,0
19,19
19,48
19,36
19,5
19,44
19,25
19,19
19,33
19,41
19,3
19,27
19,38
19,49
19,49
19,29
19,34
19,3
19,33
19,38
19,15
19,14
19,10
19,48
19,48
19,33
19,48
19,22
19,27
19,40
19,43
19,25
19,39
19,31
19,24
19,3
19,4
19,19
19,24
19,23
19,3
19,38
19,41
19,38
19,31
19,2
19,27
19,35
19,47
19,23
19,25
19,15
19,19
19,16
19,24
19,25
19,38
19,14
19,0
19,22
19,18
19,1
19,26
19,6
19,23
19,21
19,30
19,23
19,11
19,11
19,0
19,25
19,19
19,21
19,36
19,15
19,10
19,19
19,0
19,15
19,22
19,49
19,17
19,40
19,44
19,0
19,22
19,21
19,10
19,7
19,3
19,28
19,17
19,15
19,32
19,15
19,29
19,40
19,29
19,39
19,15
19,32
19,6
19,45
19,30
19,34
19,21
19,3
19,18
19,3
19,39
19,11
19,3
19,4
19,33
19,26
19,39
19,41
19,39
19,26
19,16
19,22
19,31
19,42
19,49
19,11
19,17
19,7
19,12
19,46
19,6
19,26
19,21
19,36
19,32
19,15
19,7
19,4
19,47
19,22
19,9
19,21
19,47
19,33
19,31
19,6
19,43
19,19
19,0
19,29
19,25
19,17
19,31
19,14
19,7
19,28
19,44
19,5
19,10
19,26
19,8
19,7
19,1
19,40
19,1
19,15
19,19
19,44
19,2
19,43
19,43
19,26
19,11
19,17
19,42
19,5
19,23
19,49
19,5
19,44
19,26
19,18
19,5
19,3
19,49
19,42
19,12
19,21
19,21
19,20
19,24
19,43
19,4
19,44
19,8
19,10
19,28
19,12
19,32
19,43
19,21
19,30
19,32
19,44
19,10
19,22
19,0
19,24
19,15
19,47
19,22
19,8
19,7
19,24
19,34
19,35
19,7
19,3
19,45
19,38
19,47
19,16
19,22
19,16
19,28
19,17
19,29
19,45
19,13
19,3
19,3
19,32
19,29
19,26
19,47
19,3
19,22
19,38
19,36
19,36
19,17
19,20
19,37
19,28
19,27
20,46
20,38
20,3
20,19
20,27
20,36
20,11
20,39
20,30
20,19
20,37
20,0
20,25
20,48
20,10
20,24
20,43
20,13
20,37
20,49
20,6
20,6
20,30
20,20
20,47
20,21
20,48
20,39
20,21
20,26
20,33
20,30
20,12
20,46
20,5
20,8
20,30
20,1
20,37
20,10
20,37
20,19
20,14
20,21
20,39
20,20
20,19
20,33
20,5
20,13
20,29
20,15
20,42
20,38
20,28
20,5
20,47
20,46
20,5
20,4
20,33
20,45
20,0
20,36
20,30
20,20
20,15
20,1
20,30
20,26
20,30
20,11
20,7
20,1
20,49
20,2
20,0
20,0
20,48
20,0
20,34
20,6
20,44
20,18
20,2
20,8
20,32
20,1
20,27
20,40
20,22
20,40
20,32
20,9
20,6
20,5
20,13
20,47
20,23
20,25
20,34
20,10
20,35
20,18
20,28
20,10
20,13
20,31
20,18
20,22
20,25
20,0
20,41
20,24
20,37
20,6
20,20
20,5
20,17
20,31
20,18
20,8
20,43
20,34
20,12
20,1
20,27
20,16
20,1
20,16
20,48
20,6
20,49
20,19
20,25
20,13
20,37
20,33
20,39
20,22
20,18
20,20
20,4
20,18
20,12
20,44
20,15
20,27
20,5
20,5
20,27
20,22
20,16
20,0
20,8
20,9
20,32
20,17
20,35
20,49
20,20
20,25
20,22
20,28
20,20
20,8
20,18
20,45
20,4
20,48
20,0
20,45
20,10
20,4
20,23
20,21
20,30
20,8
20,19
20,21
20,34
20,30
20,37
20,47
20,24
20,26
20,13
20,30
20,38
20,8
20,37
20,15
20,22
20,27
20,16
20,46
20,38
20,42
20,13
20,38
20,4
20,1
20,15
20,48
20,5
20,44
20,25
20,17
20,8
20,12
20,47
20,23
20,41
20,15
20,47
20,7
20,1
20,24
20,37
20,38
20,6
20,35
20,44
20,8
20,31
20,28
20,17
20,12
20,37
20,4
20,47
20,4
20,20
20,26
20,32
20,10
20,21
20,38
20,35
20,0
20,2
20,10
21,5
21,6
21,40
21,14
21,1
21,12
21,14
21,0
21,39
21,49
21,19
21,1
21,0
21,32
21,32
21,20
21,12
21,7
21,28
21,13
21,4
21,41
21,47
21,25
21,32
21,17
21,48
21,14
21,27
21,35
21,44
21,35
21,4
21,8
21,2
21,25
21,41
21,34
21,28
21,33
21,21
21,11
21,39
21,1
21,21
21,15
21,49
21,23
21,37
21,41
21,45
21,26
21,9
21,43
21,38
21,22
21,37
21,35
21,21
21,39
21,1
21,32
21,41
21,24
21,40
21,6
21,40
21,41
21,49
21,15
21,30
21,25
21,9
21,1
21,8
21,6
21,45
21,15
21,14
21,44
21,11
21,1
21,30
21,34
21,20
21,40
21,44
21,6
21,44
21,5
21,39
21,43
21,4
21,15
21,15
21,7
21,29
21,22
21,31
21,49
21,47
21,24
21,30
21,2
21,44
21,35
21,36
21,4
21,45
21,46
21,25
21,0
21,11
21,26
21,38
21,7
21,27
21,40
21,9
21,16
21,31
21,2
21,49
21,13
21,27
21,34
21,36
21,6
21,48
21,48
21,34
21,22
21,23
21,40
21,9
21,22
21,8
21,18
21,8
21,31
21,13
21,33
21,4
21,43
21,38
21,7
21,23
21,13
21,17
21,32
21,42
21,1
21,12
21,32
21,36
21,21
21,2
21,29
21,41
21,34
21,34
21,15
21,49
21,3
21,7
21,17
21,48
21,16
21,22
21,41
21,29
21,40
21,40
21,49
21,21
21,8
21,39
21,45
21,1
21,4
21,20
21,38
21,12
21,5
21,20
21,25
21,44
21,43
21,43
21,35
21,0
21,21
21,1
21,16
21,48
21,37
21,43
21,3
21,11
21,27
21,35
21,19
21,23
21,33
21,33
21,26
21,49
21,16
21,45
21,42
21,3
21,25
21,37
21,13
21,37
21,3
21,20
21,32
21,15
21,28
21,32
21,9
21,41
21,14
21,8
21,9
21,33
21,17
21,28
21,5
21,8
21,36
21,45
21,42
21,41
21,9
21,24
21,6
21,48
21,0
21,17
21,32
21,9
21,45
21,12
21,34
21,48
21,44
21,35
21,26
21,35
21,22
21,14
21,19
21,26
21,45
21,39
21,40
21,43
21,23
21,27
21,11
21,26
21,33
21,8
21,28
21,1
21,41
21,20
21,28
21,19
21,32
21,42
21,13
21,45
21,26
21,16
